true_label,recoil_energy_keV,s1_photons,s2_charge,s2_photons,pos_x_cm,pos_y_cm,pos_z_cm,pulse_shape_f90,event_id,timestamp,log10_s2_s1,log10_s2ph_s1,classification,confidence,reasoning
Electronic Recoil,34.759404661533765,44.82117865102871,6948.373893841438,1046.5721765220137,10.961624730153552,2.822883900805808,48.35930256641778,0.6482194924732887,10,2025-01-01 00:22:41.015719,2.1903998973983616,1.3682859025360783,Sample_Category,0.6932722505258916,"**Moderate S1 signal** (44.8 photons).

**Low S2/S1 ratio** (log₁₀=1.37): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,17.40485967524515,25.096274837285467,3463.028252633692,512.4936107490787,40.79045285953677,-2.034977736768771,27.22811015435809,0.5430101671601842,11,2025-01-01 00:24:21.729259,2.139846755702538,1.3100791771476878,Sample_Category,0.6664100226950089,"**Moderate S1 signal** (25.1 photons).

**Low S2/S1 ratio** (log₁₀=1.31): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,33.21534120986339,43.47874678039189,6723.275913571043,1002.7283027117518,21.04807406428526,-33.63156360844194,32.519344678212576,0.6417690042215598,12,2025-01-01 00:28:07.218382,2.1893039069088465,1.3629062462178556,Sample_Category,0.6121937482815215,"**Moderate S1 signal** (43.5 photons).

**Low S2/S1 ratio** (log₁₀=1.36): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,39.876846350496905,53.34327628029487,7989.392015256268,1195.097382172478,12.484100918079989,1.8410648584492848,29.087402681268458,0.6643197306388389,13,2025-01-01 00:30:04.567210,2.175434037087261,1.3503236012898547,Sample_Category,0.7795533728023147,"**High S1 signal** (53.3 photons).

**Low S2/S1 ratio** (log₁₀=1.35): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,44.13409344741949,76.65840791826979,8719.407421657605,1303.823506433385,-27.85572592141781,-3.0786637761084927,35.83542663101936,0.7319264754256546,14,2025-01-01 00:30:37.232060,2.05592716993961,1.2306590059128488,Sample_Category,0.5948799658496466,"**High S1 signal** (76.7 photons).

**Low S2/S1 ratio** (log₁₀=1.23): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,34.45594354573758,48.944709144759145,6846.079310974709,1020.7867262563482,1.2427599588905631,9.657132286136362,-36.687607952061065,0.7165968758387217,15,2025-01-01 00:32:25.713742,2.145736165223994,1.31922925359718,Sample_Category,0.7714925506081417,"**Moderate S1 signal** (48.9 photons).

**Low S2/S1 ratio** (log₁₀=1.32): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,24.95623084019703,40.11858756849606,4948.9400781514905,748.9755790101539,-8.668877050447557,16.81489987191755,36.10620072872885,0.7900255053178649,16,2025-01-01 00:33:10.890162,2.09116654999342,1.2711220124743108,Sample_Category,0.6790724223248517,"**Moderate S1 signal** (40.1 photons).

**Low S2/S1 ratio** (log₁₀=1.27): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,34.34171170435485,48.97510951018033,6868.50369406396,1020.000417406536,29.25539482243737,36.81870785230074,-45.66248238041326,0.6183274284042299,17,2025-01-01 00:38:52.254076,2.1468867115875394,1.3186249252763027,Sample_Category,0.686181426736254,"**Moderate S1 signal** (49.0 photons).

**Low S2/S1 ratio** (log₁₀=1.32): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,21.14354065144745,32.32508317825664,4153.090378205732,627.8850840420769,-7.131850059756314,8.412590099272071,30.48000968278447,0.6932372581339276,18,2025-01-01 00:45:57.170246,2.1088317177859865,1.2883405023213366,Sample_Category,0.562980205631454,"**Moderate S1 signal** (32.3 photons).

**Low S2/S1 ratio** (log₁₀=1.29): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,19.445240149922185,32.819001907531266,3886.0516093676665,583.2760949644584,49.56123540090443,-5.768313630950033,-23.201784090488754,0.6504032463290328,19,2025-01-01 00:46:05.079279,2.0733831817612267,1.2497487960043507,Sample_Category,0.7226359802164868,"**Moderate S1 signal** (32.8 photons).

**Low S2/S1 ratio** (log₁₀=1.25): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,9.137567278866754,13.804269183681791,1801.279938822531,273.19241611845007,-25.5439409057918,-23.197239245223148,23.261616546547955,0.8424887870851853,20,2025-01-01 00:50:10.214139,2.115567761552212,1.2964551897372971,Sample_Category,0.6480797422935466,"**Moderate S1 signal** (13.8 photons).

**Low S2/S1 ratio** (log₁₀=1.30): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,22.82116059485679,37.35116133487594,4535.659609436332,680.3017346940891,17.656728991332965,9.859185425838788,-34.49103987899752,0.5972769404059306,21,2025-01-01 00:53:12.233116,2.0843363332074194,1.2603974577843595,Sample_Category,0.5623824342328897,"**Moderate S1 signal** (37.4 photons).

**Low S2/S1 ratio** (log₁₀=1.26): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,29.362534878484304,48.07935467922773,5911.41323970355,877.2022289021179,15.56878480384941,21.975876549813044,-26.614418978506382,0.7871085313270566,22,2025-01-01 00:54:42.805354,2.089732681043686,1.26114108804114,Sample_Category,0.6895966761945325,"**Moderate S1 signal** (48.1 photons).

**Low S2/S1 ratio** (log₁₀=1.26): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,10.484859770600062,14.813019925520736,2061.850858021178,305.5405200919963,13.30548305230498,44.40260724363397,41.51017435407721,0.4631551090752025,23,2025-01-01 00:56:39.522278,2.1436136116848767,1.3144251786303671,Sample_Category,0.7165545954379601,"**Moderate S1 signal** (14.8 photons).

**Low S2/S1 ratio** (log₁₀=1.31): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,30.040891268541927,46.94243951673104,5991.0754483834135,900.8708037479277,39.16100796201584,1.3670680934893042,-10.337958053482808,0.657849073822459,24,2025-01-01 00:56:54.783083,2.10593912434087,1.2830968479849345,Sample_Category,0.5707728167245641,"**Moderate S1 signal** (46.9 photons).

**Low S2/S1 ratio** (log₁₀=1.28): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,34.81368191338002,50.5748763741431,7004.943893334183,1051.4912257189455,12.307074429200632,1.5878089588171,33.78348169390334,0.5983105195825327,25,2025-01-01 01:01:01.920313,2.1414698227444084,1.3178708149972442,Sample_Category,0.7480460902572321,"**High S1 signal** (50.6 photons).

**Low S2/S1 ratio** (log₁₀=1.32): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,46.93458064370421,74.61780771124963,9379.344970968912,1402.1159318434525,18.71652920343768,-35.354315228664966,-36.77864549091598,0.6959434178139374,26,2025-01-01 01:03:59.484595,2.099330018450172,1.2739414333715302,Sample_Category,0.7982455364541896,"**High S1 signal** (74.6 photons).

**Low S2/S1 ratio** (log₁₀=1.27): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Axion,10.503503618366924,19.77834067829618,635.573568070194,92.82567973294758,-5.3133400527245405,-18.78808980501937,-5.561301034304357,0.2607852210063565,27,2025-01-01 01:05:22.619770,1.5069759531419762,0.6714782675680265,Sample_Category,0.7915108383903577,"**Moderate S1 signal** (19.8 photons).

**Low S2/S1 ratio** (log₁₀=0.67): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Axion"
Electronic Recoil,43.03552644819175,64.02851500897678,8602.42664475114,1286.8430664007728,0.3548034692956989,-19.143384860777736,21.99858499224676,0.6755728379273738,28,2025-01-01 01:05:30.420149,2.1282475417279003,1.3031521509338129,Sample_Category,0.6691759407779552,"**High S1 signal** (64.0 photons).

**Low S2/S1 ratio** (log₁₀=1.30): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,23.12595783142012,33.6006706690165,4665.749043576518,693.1369195151331,-2.735676032876771,21.27684612846782,43.79797288278705,0.7038227263713807,29,2025-01-01 01:07:43.885849,2.142573416887612,1.3144710736057554,Sample_Category,0.6078473070034476,"**Moderate S1 signal** (33.6 photons).

**Low S2/S1 ratio** (log₁₀=1.31): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,43.1148525757877,69.74588031946138,8614.663454576938,1294.6756619303826,-29.21748126078416,-4.3769870955863945,2.516977489825912,0.7234746726515263,30,2025-01-01 01:11:33.985263,2.09171974931258,1.2686424178384326,Sample_Category,0.7517731650279118,"**High S1 signal** (69.7 photons).

**Low S2/S1 ratio** (log₁₀=1.27): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,11.193092526432611,18.42825991212029,2266.731096873945,346.2345485080252,17.119937346017906,-45.89977267865157,-0.934875852541893,0.6905989965703284,31,2025-01-01 01:13:08.712641,2.0899156503844627,1.2738860499170002,Sample_Category,0.5961974894802498,"**Moderate S1 signal** (18.4 photons).

**Low S2/S1 ratio** (log₁₀=1.27): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,24.00727973120368,38.61061554222525,4755.054294205363,710.0708676414882,39.66252402822904,12.923093763238876,-11.527016775585489,0.688041357530767,32,2025-01-01 01:14:05.032092,2.0904487436758186,1.2645949590717105,Sample_Category,0.5508128553536142,"**Moderate S1 signal** (38.6 photons).

**Low S2/S1 ratio** (log₁₀=1.26): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,6.369960508705233,10.394175252890658,1284.8008197599315,193.7650583761231,-32.37340630900359,-33.67543027241843,1.5980310074385071,0.621255425403542,33,2025-01-01 01:18:11.159768,2.092045728539363,1.2704853889254193,Sample_Category,0.7000689186524481,"**Moderate S1 signal** (10.4 photons).

**Low S2/S1 ratio** (log₁₀=1.27): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,20.230963968638427,34.41907899494681,4018.558740643044,605.1139706189554,31.75752812664202,-33.617644890832715,49.4657411919584,0.7759981471145581,34,2025-01-01 01:22:31.078051,2.067271063379735,1.245037922906616,Sample_Category,0.5642168367806408,"**Moderate S1 signal** (34.4 photons).

**Low S2/S1 ratio** (log₁₀=1.25): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
WIMP,26.03607774632042,54.47178060884223,1297.1997020137433,193.61989555899183,1.9401648349670664,-6.835055319565551,-26.69421191606257,0.3077866576442463,35,2025-01-01 01:25:02.681668,1.3768352605944834,0.5507784037894381,Sample_Category,0.6270065213787465,"**High S1 signal** (54.5 photons).

**Low S2/S1 ratio** (log₁₀=0.55): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: WIMP"
Pile-up,25.404199444763144,40.17512657874903,3406.031378257009,503.5740639436608,26.248736575856665,-16.827884741265727,-45.34166857550852,0.5579531584674875,36,2025-01-01 01:27:31.220101,1.92829138016689,1.098106090422295,Sample_Category,0.7839318402243612,"**Moderate S1 signal** (40.2 photons).

**Low S2/S1 ratio** (log₁₀=1.10): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Pile-up"
Electronic Recoil,29.80393421931989,40.2169287854338,5938.537549801042,891.2935658089226,11.65877823280356,-27.104595098255544,49.37679791037056,0.6745438446310388,37,2025-01-01 01:27:37.161261,2.1692705940642885,1.345611858977171,Sample_Category,0.5867223330769642,"**Moderate S1 signal** (40.2 photons).

**Low S2/S1 ratio** (log₁₀=1.35): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,19.1472990303656,31.750553604175128,3847.064456626968,577.4220178068225,-3.874900839718927,4.769206699974733,-17.68288411232556,0.834809906668411,38,2025-01-01 01:28:41.138552,2.0833781472270667,1.2597420250398732,Sample_Category,0.7615935095973582,"**Moderate S1 signal** (31.8 photons).

**Low S2/S1 ratio** (log₁₀=1.26): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,3.860144114857752,6.511418223771544,783.7222262391027,111.08991896056244,-30.67867975466368,-22.100703880244986,-22.61316818155383,0.6107763139658962,39,2025-01-01 01:29:25.858825,2.0804865066534464,1.231998996496878,Sample_Category,0.5539650816861537,"**Low S1 signal** (6.5 photons).

**Low S2/S1 ratio** (log₁₀=1.23): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,34.99870658295318,52.34999372452961,7033.031179464503,1058.532618042957,-1.0500902419179017,36.22696466853369,23.6661696446981,0.6925059926352022,40,2025-01-01 01:32:06.986996,2.128225900582997,1.3057876032442497,Sample_Category,0.7669658324152889,"**High S1 signal** (52.3 photons).

**Low S2/S1 ratio** (log₁₀=1.31): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,10.76482079038796,16.23110227824498,2132.6849266573245,319.3032905085365,38.92504457767011,-13.233935774761251,-28.24264098016468,0.6713931651382455,41,2025-01-01 01:33:17.691924,2.118578658498085,1.2938553542796345,Sample_Category,0.5786423256199804,"**Moderate S1 signal** (16.2 photons).

**Low S2/S1 ratio** (log₁₀=1.29): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,9.301537453310935,16.502971875596977,1812.6738934784523,266.64022290886953,-4.948987749808836,49.686010643497625,38.62476739170594,0.95,42,2025-01-01 01:33:23.840961,2.040757494369992,1.208363479487209,Sample_Category,0.7705500426069678,"**Moderate S1 signal** (16.5 photons).

**Low S2/S1 ratio** (log₁₀=1.21): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,35.57805086891103,49.24789242098189,7116.8637733637015,1070.2881938205169,22.60822376275377,22.78272335689409,-14.522774201082768,0.5303450222180065,43,2025-01-01 01:36:03.931157,2.1599009946880656,1.3371130769440094,Sample_Category,0.7703694894652559,"**Moderate S1 signal** (49.2 photons).

**Low S2/S1 ratio** (log₁₀=1.34): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,41.35273900937041,64.17137748482413,8263.612302648946,1241.3399018388425,-18.203461272512808,-41.29702432927741,43.65328896684599,0.7726609687928998,44,2025-01-01 01:36:18.854689,2.109828564989219,1.2865493473964922,Sample_Category,0.5818300870245124,"**High S1 signal** (64.2 photons).

**Low S2/S1 ratio** (log₁₀=1.29): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Axion,11.72717166263375,19.529037686437828,699.8751699669742,99.43792846297586,-19.73804308905756,16.136690318856008,44.92754112431825,0.4306102914314242,45,2025-01-01 01:36:22.752843,1.554339720850408,0.7068712069283271,Sample_Category,0.7191300100148659,"**Moderate S1 signal** (19.5 photons).

**Low S2/S1 ratio** (log₁₀=0.71): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Axion"
Electronic Recoil,18.249595345236187,27.96788683621647,3687.099054476883,549.609520154337,-12.227259672779242,31.683167887309207,5.693244631203754,0.8052298832455753,46,2025-01-01 01:38:43.826972,2.1200251360259426,1.29339457837022,Sample_Category,0.6540346849517361,"**Moderate S1 signal** (28.0 photons).

**Low S2/S1 ratio** (log₁₀=1.29): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,26.45689408399024,32.473237532551046,5312.465867553865,802.7016743444706,6.66486652105383,-26.03044044875508,-46.11184103032407,0.6910054123274944,47,2025-01-01 01:43:40.369161,2.213770550159161,1.3930285667477955,Sample_Category,0.7397744711027642,"**Moderate S1 signal** (32.5 photons).

**Low S2/S1 ratio** (log₁₀=1.39): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,13.06057168873389,17.796189266421173,2567.173670875928,396.42237190589697,22.696062307001647,-26.259643849557484,-24.51121901166955,0.6289274056887946,48,2025-01-01 01:43:55.827427,2.159128209800431,1.3478311164780632,Sample_Category,0.6838876370410883,"**Moderate S1 signal** (17.8 photons).

**Low S2/S1 ratio** (log₁₀=1.35): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,41.22532208169888,57.71526568933649,8324.05039302003,1242.46723304789,19.62355909364016,25.77677167903151,-20.45136398363257,0.7728522508262288,49,2025-01-01 01:44:44.712668,2.1590439940006845,1.3329942377028734,Sample_Category,0.6932321074656312,"**High S1 signal** (57.7 photons).

**Low S2/S1 ratio** (log₁₀=1.33): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,14.83679340338134,24.6334265700904,2975.3348409400323,456.1962774593472,30.22247470526188,-38.18077634002464,-12.279200481630838,0.694548523547555,50,2025-01-01 01:45:57.813074,2.082011002888809,1.267626892984335,Sample_Category,0.6321668759900204,"**Moderate S1 signal** (24.6 photons).

**Low S2/S1 ratio** (log₁₀=1.27): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,46.458992088938736,76.7438608946006,9300.007901787649,1384.6598036872822,34.136969150150044,-10.716705394265723,-44.48179767174357,0.6345364128681095,51,2025-01-01 01:48:42.351738,2.08343966767835,1.2562994353226418,Sample_Category,0.5712241533685685,"**High S1 signal** (76.7 photons).

**Low S2/S1 ratio** (log₁₀=1.26): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,45.39225702716787,66.19024691894714,9116.68803343496,1367.775901571669,-13.550675039249343,-45.193341551255465,-5.3476482551168445,0.7395899788794398,52,2025-01-01 01:49:36.035372,2.1390430860905867,1.3152209403159507,Sample_Category,0.7435784063510201,"**High S1 signal** (66.2 photons).

**Low S2/S1 ratio** (log₁₀=1.32): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,37.13452221979664,60.98288758280745,7339.271097362816,1104.653509721694,4.4543577953463975,-35.0382767976332,-11.785138939739838,0.7365210267201722,53,2025-01-01 01:50:08.938963,2.0804449381988657,1.258018085346896,Sample_Category,0.7225489071273209,"**High S1 signal** (61.0 photons).

**Low S2/S1 ratio** (log₁₀=1.26): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,21.67354017992185,33.617348046389225,4319.858501084829,643.2893429202779,37.46446467341599,10.544257012505373,-45.23138115878909,0.6955238571133435,54,2025-01-01 01:52:21.923714,2.108906058217811,1.2818428939586182,Sample_Category,0.5709178113508832,"**Moderate S1 signal** (33.6 photons).

**Low S2/S1 ratio** (log₁₀=1.28): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,37.03378623104359,63.39121031985431,7285.988045929226,1089.0981211832902,2.598638626588691,-9.609705771605936,-20.097450906372327,0.7151864305872008,55,2025-01-01 01:53:06.068515,2.060459403793803,1.2350379586068607,Sample_Category,0.6929977893702393,"**High S1 signal** (63.4 photons).

**Low S2/S1 ratio** (log₁₀=1.24): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,43.28553346518731,66.71715157874979,8654.14600317995,1300.9365829434432,9.681323648401344,-6.178894930151332,-49.50249174469602,0.7553135930261273,56,2025-01-01 01:53:16.495095,2.112986715139176,1.290018623986139,Sample_Category,0.714442815170639,"**High S1 signal** (66.7 photons).

**Low S2/S1 ratio** (log₁₀=1.29): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,35.453861882599085,54.8359860517069,7072.487861123961,1065.5376270210252,35.72861766283846,4.507204520449223,-1.9877095823718,0.8255307673338554,57,2025-01-01 01:53:22.592664,2.110506545580899,1.2885031256354704,Sample_Category,0.6730267304952618,"**High S1 signal** (54.8 photons).

**Low S2/S1 ratio** (log₁₀=1.29): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,39.182022334096544,62.20063647572604,7762.362543796427,1158.7498670418706,8.874963143507454,15.923337108649218,-17.871996193897587,0.5795129955955441,58,2025-01-01 01:56:24.641219,2.0961990871380456,1.270194862027363,Sample_Category,0.6258090540925073,"**High S1 signal** (62.2 photons).

**Low S2/S1 ratio** (log₁₀=1.27): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Axion,10.621213928638465,19.45074744970364,639.4893463041888,97.04474815655156,14.827718868913625,22.223255001771165,-13.977532176563514,0.3724521112205458,59,2025-01-01 01:56:36.476090,1.516896997043742,0.6980357244973555,Sample_Category,0.6538712353453502,"**Moderate S1 signal** (19.5 photons).

**Low S2/S1 ratio** (log₁₀=0.70): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Axion"
Electronic Recoil,32.0070030309092,43.25721290105373,6449.235340708629,962.5780799643844,-38.86294737061672,10.47233325221084,-45.9381543134348,0.7878796940607368,60,2025-01-01 01:56:40.403890,2.173449681163512,1.3473774239753469,Sample_Category,0.5880423243259442,"**Moderate S1 signal** (43.3 photons).

**Low S2/S1 ratio** (log₁₀=1.35): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,7.619870667308414,12.06725014246324,1491.8903945667191,230.60062205960307,15.513548170800089,29.089837250606617,16.492100534707745,0.624759872127922,61,2025-01-01 01:57:06.888618,2.0921285667552314,1.2812521250583813,Sample_Category,0.6670908823430052,"**Moderate S1 signal** (12.1 photons).

**Low S2/S1 ratio** (log₁₀=1.28): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
Electronic Recoil,2.034011998781301,4.693831604592865,424.3948671625321,54.090882865393525,-28.027939068325377,-38.87698696381883,-12.009460199668062,0.6568474130228666,62,2025-01-01 02:01:39.101777,1.9562425263526104,1.0615964806717084,Sample_Category,0.695240290532561,"**Low S1 signal** (4.7 photons).

**Low S2/S1 ratio** (log₁₀=1.06): Nuclear recoil likely.

**Classification: Electronic Recoil**

⚠ Ground truth: Electronic Recoil"
